mof,1s,2s,3s,4s,5s,6s,2p,3p,4p,5p,3d,4d,5d,4f,metal,nlinker,linker1smi,linker2smi,temperature,time,oxidation_state,solvent1,solvent2,solvent3, additive
NIYZIG_clean,2,2,2,2,0,0,6,6,0,0,10,0,0,0,Zn,1,O=C(O)c1ccc(P(=O)(c2ccc(C(=O)O)cc2)c2ccc(C(=O)O)cc2)cc1,O=C(O)c1ccc(P(=O)(c2ccc(C(=O)O)cc2)c2ccc(C(=O)O)cc2)cc1,120,72,2,962,12051,702,0000
HAMLIT_clean,2,2,2,2,0,0,6,6,0,0,10,0,0,0,Zn,2,Nc1ncnc2nc[nH]c12,O=C(O)c1cc(C(=O)O)cc(-n2c(=O)c3ccc4c(=O)n(-c5cc(C(=O)O)cc(C(=O)O)c5)c(=O)c5ccc(c2=O)c3c45)c1,135,72,2,962,6228,0000,944
FIMXUW_clean,2,2,2,2,2,2,6 ,6,6,6,10,10,1,0,La,1,O=C(O)c1ccc(C(=O)O)c(C(=O)O)c1C(=O)O,O=C(O)c1ccc(C(=O)O)c(C(=O)O)c1C(=O)O,140,72,3,962,0000,0000,0000
GAWLIB_clean,2,2,2,2,2,2,6,6,6,6,10,10,0,9,Tb,1,O=C(O)c1ccc(C(c2ccc(C(=O)O)c(C(=O)O)c2)(C(F)(F)F)C(F)(F)F)cc1C(=O)O,O=C(O)c1ccc(C(c2ccc(C(=O)O)c(C(=O)O)c2)(C(F)(F)F)C(F)(F)F)cc1C(=O)O,150,72,3,962,0000,0000,14798
NUCREJ_clean,2,2,2,2,0,0,6,6,0,0,10,0,0,0,Zn,1,O=C(O)Cn1ccnc1-c1nccn1CC(=O)O,O=C(O)Cn1ccnc1-c1nccn1CC(=O)O,160,72,2,962,0000,0000,14798
PEKZIP_clean,2,2,2,1,0,0,6,6,0,0,10,0,0,0,Cu,1,c1cc(-c2ccncc2)ccn1,c1cc(-c2ccncc2)ccn1,180,72,1,962,0000,0000,0000
ERULEK_clean,2,2,2,2,0,0,6,6,0,0,10,0,0,0,Zn,1,O=C(O)c1ccc(-c2ccc(C(=O)O)cc2)cc1,O=C(O)c1ccc(-c2ccc(C(=O)O)cc2)cc1,80,96,2,6228,0000,0000,0000
GUHMIH_clean,2,2,2,1,0,0,6,6,0,0,10,0,0,0,Cu,1,O=C(NCCNC(=O)c1cccnc1)c1cccnc1,O=C(NCCNC(=O)c1cccnc1)c1cccnc1,120,96,2,962,0000,0000,313
GIDKOU_clean,2,2,2,2,0,0,6,6,0,0,10,0,0,0,Zn,1,O=C(O)c1nc[nH]c1C(=O)O,O=C(O)c1nc[nH]c1C(=O)O,140,96,2,6228,0000,0000,0000
HUVHIR_clean,2,2,2,2,0,0,6,6,0,0,10,0,0,0,Zn,1,O=C(O)CN(CP(=O)(O)O)c1nc(N(CC(=O)O)CP(=O)(O)O)nc(N(CC(=O)O)CP(=O)(O)O)n1,O=C(O)CN(CP(=O)(O)O)c1nc(N(CC(=O)O)CP(=O)(O)O)nc(N(CC(=O)O)CP(=O)(O)O)n1,110,120,2,962,0000,0000,0000
FOJLOH_clean,2,2,2,2,0,0,6,6,0,0,10,0,0,0,Zn,1,Cc1c(COc2ccc(C(=O)O)cc2)c(C)c(COc2ccc(C(=O)O)cc2)c(C)c1COc1ccc(C(=O)O)cc1,Cc1c(COc2ccc(C(=O)O)cc2)c(C)c(COc2ccc(C(=O)O)cc2)c(C)c1COc1ccc(C(=O)O)cc1,115,120,2,962,6228,0000,0000
HAMJOW_clean,2,2,2,2,0,0,6,6,0,0,10,0,0,0,Zn,1,O=C(O)c1cc(NC(=O)c2ccncc2)cc(C(=O)O)c1,O=C(O)c1cc(NC(=O)c2ccncc2)cc(C(=O)O)c1,120,120,2,6228,0000,0000,0000
DEPXAY_clean,2,2,2,2,0,0,6,6,0,0,10,0,0,0,Zn,1,O=C(O)c1ccncc1C(=O)O,O=C(O)c1ccncc1C(=O)O,140,120,2,962,6228,0000,0000
LACJAC_clean,2,2,2,2,0,0,6,6,0,0,10,0,0,0,Zn,2,O=C(O)c1cccc(C(=O)O)c1,c1nc[nH]n1,140,120,2,962,0000,0000,0000
CADPII_clean,2,2,2,2,0,0,6,6,0,0,10,0,0,0,Zn,1,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,170,120,2,962,0000,0000,14798
ETAXIH_clean,2,2,2,2,0,0,6,6,0,0,10,0,0,0,Zn,1,CCCc1nc(C(=O)O)c(C(=O)O)[nH]1,CCCc1nc(C(=O)O)c(C(=O)O)[nH]1,180,120,2,962,0000,0000,0000
