mof,1s,2s,3s,4s,5s,6s,2p,3p,4p,5p,3d,4d,5d,4f,metal,nlinker,linker1smi,linker2smi,temperature,time,oxidation_state,solvent1,solvent2,solvent3, additive
OFODET_clean,2,2,2,2,0,0,6,6,0,0,5,0,0,0,Mn,1,O=C(O)c1cc(NNc2cc(C(=O)O)cc(C(=O)O)c2)cc(C(=O)O)c1,O=C(O)c1cc(NNc2cc(C(=O)O)cc(C(=O)O)c2)cc(C(=O)O)c1,55,48,2,962,6228,174,313
XAVKIR_clean,2,2,2,1,0,0,6,6,0,0,10,0,0,0,Cu,1,O=C(O)c1cc(NC(=O)c2ccc3cc(NC(=O)c4cncc(C(=O)Nc5ccc6cc(C(=O)Nc7cc(C(=O)O)cc(C(=O)O)c7)ccc6c5)c4)ccc3c2)cc(C(=O)O)c1,O=C(O)c1cc(NC(=O)c2ccc3cc(NC(=O)c4cncc(C(=O)Nc5ccc6cc(C(=O)Nc7cc(C(=O)O)cc(C(=O)O)c7)ccc6c5)c4)ccc3c2)cc(C(=O)O)c1,55,120,2,962,6228,0000,313
LATPIG_clean,2,2,2,2,0,0,6,6,0,0,10,0,0,0,Zn,1,c1nc[nH]n1,c1nc[nH]n1,60,24,2,962,0000,0000,0000
MOYYIJ_clean,2,2,2,1,0,0,6,6,0,0,10,0,0,0,Cu,1,O=C(O)c1ccc(-c2cccc(C(=O)O)c2)cc1,O=C(O)c1ccc(-c2cccc(C(=O)O)c2)cc1,60,48,2,962,6228,702,0000
OFOCUI_clean,2,2,2,1,0,0,6,6,0,0,10,0,0,0,Cu,1,O=C(O)c1cc(NNc2cc(C(=O)O)cc(C(=O)O)c2)cc(C(=O)O)c1,O=C(O)c1cc(NNc2cc(C(=O)O)cc(C(=O)O)c2)cc(C(=O)O)c1,60,48,2,962,6228,702,944
RUFZID_clean,2,2,2,1,0,0,6,6,0,0,10,0,0,0,Cu,1,Cc1n[nH]c(C)n1,Cc1n[nH]c(C)n1,60,72,2,962,6228,887,0000
OPENUT_clean,2,2,2,2,2,2,6,6,6,6,10,10,0,7,Eu,1,O=C(O)c1cccc(C(=O)O)c1,O=C(O)c1cccc(C(=O)O)c1,60,96,3,962,6228,0000,0000
INOVEN_clean,2,2,2,2,2,2,6,6,6,6,10,10,1,0,Gd,1,O=C(O)c1ccc(NNc2cc(C(=O)O)cc(C(=O)O)c2)cc1,O=C(O)c1ccc(NNc2cc(C(=O)O)cc(C(=O)O)c2)cc1,60,168,3,6228,702,0000,0000
YEMJAC_clean,2,2,2,2,2,2,6,6,6,6,10,10,0,10,Dy,1,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,60,168,3,6228,702,0000,944
QUQFIS_clean,2,2,2,2,0,0,6,6,0,0,10,0,0,0,Zn,1,O=C(O)c1cc(C(=O)O)cc(-c2cc(-c3cc(C(=O)O)cc(C(=O)O)c3)cc(-c3cc(C(=O)O)cc(C(=O)O)c3)c2)c1,O=C(O)c1cc(C(=O)O)cc(-c2cc(-c3cc(C(=O)O)cc(C(=O)O)c3)cc(-c3cc(C(=O)O)cc(C(=O)O)c3)c2)c1,65,24,2,962,6228,887,0000
QUQFOY_clean,2,2,2,2,2,0,6,6,6,0,10,10,0,0,Cd,1,O=C(O)c1cc(C(=O)O)cc(-c2cc(-c3cc(C(=O)O)cc(C(=O)O)c3)cc(-c3cc(C(=O)O)cc(C(=O)O)c3)c2)c1,O=C(O)c1cc(C(=O)O)cc(-c2cc(-c3cc(C(=O)O)cc(C(=O)O)c3)cc(-c3cc(C(=O)O)cc(C(=O)O)c3)c2)c1,65,24,2,6228,702,0000,0000
YUGLES_clean,2,2,2,1,0,0,6,6,0,0,10,0,0,0,Cu,1,O=C(O)c1cc(C#Cc2cc(C(=O)O)cc(C(=O)O)c2)cc(C(=O)O)c1,O=C(O)c1cc(C#Cc2cc(C(=O)O)cc(C(=O)O)c2)cc(C(=O)O)c1,65,24,2,6228,679,0000,944
EBUREA_clean,2,2,2,2,0,0,6,6,0,0,5,0,0,0,Mn,1,O=C(O)c1ccc(NNc2cc(C(=O)O)cc(C(=O)O)c2)cc1,O=C(O)c1ccc(NNc2cc(C(=O)O)cc(C(=O)O)c2)cc1,65,48,2,962,0000,0000,0000
LIKGUJ_clean,2,2,2,1,0,0,6,6,0,0,10,0,0,0,Cu,1,O=C1OC(=O)C2=C3C1=CC1C(=O)OC(=O)C4=C1C3C1=C(C4)C(=O)OC(=O)C1=C2,O=C1OC(=O)C2=C3C1=CC1C(=O)OC(=O)C4=C1C3C1=C(C4)C(=O)OC(=O)C1=C2,65,48,2,962,6228,0000,313
QOZPIG_clean,2,2,2,2,2,0,6,6,6,0,10,10,0,0,Cd,1,O=C(O)c1cc(C(=O)Nn2cnnc2)c(C(=O)O)cc1C(=O)Nn1cnnc1,O=C(O)c1cc(C(=O)Nn2cnnc2)c(C(=O)O)cc1C(=O)Nn1cnnc1,65,48,2,6228,0000,0000,28118
RUGZAW_clean,2,2,2,2,0,0,6,6,0,0,10,0,0,0,Zn,2,O=C(O)c1ccc(-c2cc(-c3ccncc3)cc(-c3ccc(C(=O)O)cc3)n2)cc1,Nc1n[nH]c(N)n1,70,72,2,962,6228,702,0000
YAVWUQ_clean,2,2,2,1,0,0,6,6,0,0,10,0,0,0,Cu,1,O=C(O)c1cc(C(=O)O)cc(-c2nnc(-c3cc(C(=O)O)cc(C(=O)O)c3)[nH]2)c1,O=C(O)c1cc(C(=O)O)cc(-c2nnc(-c3cc(C(=O)O)cc(C(=O)O)c3)[nH]2)c1,70,96,2,6228,0000,0000,313
LELROL_clean,2,2,2,2,0,0,6,6,0,0,5,0,0,0,Mn,1,c1cc(C23CC4(c5ccc(-c6nnn[nH]6)cc5)CC(c5ccc(-c6nnn[nH]6)cc5)(C2)CC(c2ccc(-c5nnn[nH]5)cc2)(C3)C4)ccc1-c1nn[nH]n1,c1cc(C23CC4(c5ccc(-c6nnn[nH]6)cc5)CC(c5ccc(-c6nnn[nH]6)cc5)(C2)CC(c2ccc(-c5nnn[nH]5)cc2)(C3)C4)ccc1-c1nn[nH]n1,70,192,2,6228,887,0000,0000
XUGROI_clean,2,2,2,1,0,0,6,6,0,0,10,0,0,0,Cu,1,O=C(O)c1cccc(-c2cc(-c3cccc(C(=O)O)c3)c(-c3cccc(C(=O)O)c3)cc2-c2cccc(C(=O)O)c2)c1,O=C(O)c1cccc(-c2cc(-c3cccc(C(=O)O)c3)c(-c3cccc(C(=O)O)c3)cc2-c2cccc(C(=O)O)c2)c1,75,24,2,962,6228,0000,313
ZIKJOU_clean,2,2,2,1,0,0,6,6,0,0,10,0,0,0,Cu,1,O=C(O)c1ccc(CN(Cc2ccc(C(=O)O)cc2)c2cc(C(=O)O)cc(C(=O)O)c2)cc1,O=C(O)c1ccc(CN(Cc2ccc(C(=O)O)cc2)c2cc(C(=O)O)cc(C(=O)O)c2)cc1,75,30,2,6228,887,0000,28118
ZIKJIO_clean,2,2,2,1,0,0,6,6,0,0,10,0,0,0,Cu,1,O=C(O)c1ccc(CN(Cc2ccc(C(=O)O)cc2)c2cc(C(=O)O)cc(C(=O)O)c2)cc1,O=C(O)c1ccc(CN(Cc2ccc(C(=O)O)cc2)c2cc(C(=O)O)cc(C(=O)O)c2)cc1,75,36,2,6228,0000,0000,28118
DOZCEC_clean,2,2,2,2,0,0,6,6,0,0,5,0,0,0,Mn,1,c1cc(-c2c3ccc(n3)c(-c3ccc(-c4nnn[nH]4)cc3)c3ccc([nH]3)c(-c3ccc(-c4nnn[nH]4)cc3)c3ccc(n3)c(-c3ccc(-c4nnn[nH]4)cc3)c3ccc2[nH]3)ccc1-c1nn[nH]n1,c1cc(-c2c3ccc(n3)c(-c3ccc(-c4nnn[nH]4)cc3)c3ccc([nH]3)c(-c3ccc(-c4nnn[nH]4)cc3)c3ccc(n3)c(-c3ccc(-c4nnn[nH]4)cc3)c3ccc2[nH]3)ccc1-c1nn[nH]n1,75,48,3,12051,887,0000,313
ECIWIW_clean,2,2,2,2,2,0,6,6,6,0,10,10,0,0,Cd,1,O=C(O)c1ccc(-c2ccncc2)cc1,O=C(O)c1ccc(-c2ccncc2)cc1,75,48,2,702,0000,0000,0000
BAZFUF01_clean,2,2,2,1,0,0,6,6,0,0,10,0,0,0,Cu,1,O=C(O)c1ccc(-c2cc(-c3ccc(C(=O)O)cc3)cc(-c3ccc(C(=O)O)cc3)c2)cc1,O=C(O)c1ccc(-c2cc(-c3ccc(C(=O)O)cc3)cc(-c3ccc(C(=O)O)cc3)c2)cc1,80,24,2,1049,6228,702,243
REDROI_clean,2,2,2,2,0,0,6,6,0,0,10,0,0,0,Zn,1,O=C(O)c1ccc(C(=O)O)cc1,O=C(O)c1ccc(C(=O)O)cc1,80,24,2,6228,0000,0000,0000
SUKYIH_clean,2,2,2,1,0,0,6,6,0,0,10,0,0,0,Cu,1,O=C(O)c1ccc(C(c2ccc(C(=O)O)cc2)(c2ccc(C(=O)O)cc2)c2ccc(C(=O)O)cc2)cc1,O=C(O)c1ccc(C(c2ccc(C(=O)O)cc2)(c2ccc(C(=O)O)cc2)c2ccc(C(=O)O)cc2)cc1,80,24,2,962,0000,0000,313
TANMIH_clean,2,2,2,2,0,0,6,6,0,0,7,0,0,0,Co,1,O=C(O)c1ccc(Cn2cnc(C(=O)O)c2C(=O)O)cc1,O=C(O)c1ccc(Cn2cnc(C(=O)O)c2C(=O)O)cc1,80,24,2,962,12051,0000,0000
WOGHEG_clean,2,2,2,2,0,0,6,6,0,0,10,0,0,0,Zn,2,O=C(O)C=Cc1ccc(C(=O)O)cc1,c1cc(-c2nnc(-c3ccncc3)nn2)ccn1,80,24,2,6228,0000,0000,0000
APAZOI_clean,2,2,2,2,2,2,6 ,6,6,6,10,10,1,0,La,1,O=C(O)c1ccc(-c2cc(C(=O)O)cc(C(=O)O)c2)cc1,O=C(O)c1ccc(-c2cc(C(=O)O)cc(C(=O)O)c2)cc1,80,48,3,962,6228,887,0000
DIVSUY_clean,2,2,2,2,2,2,6,6,6,6,10,10,0,7,Eu,1,O=C(O)c1ccc(-c2cc(C(=O)O)cc(C(=O)O)c2)cc1,O=C(O)c1ccc(-c2cc(C(=O)O)cc(C(=O)O)c2)cc1,80,48,3,962,6228,702,0000
IYOQAQ_clean,2,2,2,2,0,0,6,6,0,0,10,0,0,0,Zn,1,O=C(O)c1cc(C(=O)O)cc(-c2nn[nH]n2)c1,O=C(O)c1cc(C(=O)O)cc(-c2nn[nH]n2)c1,80,48,2,962,6228,0000,0000
OQETEK_clean,2,2,2,2,2,0,6,6,6,0,10,1,0,0,Y,1,O=C(O)c1ccc(-c2cc(C(=O)O)cc(C(=O)O)c2)cc1,O=C(O)c1ccc(-c2cc(C(=O)O)cc(C(=O)O)c2)cc1,80,48,3,962,6228,702,0000
QEBKUF_SL,2,2,2,2,0,0,6,6,0,0,10,0,0,0,Zn,1,O=C(O)c1ccc(-c2cc(-c3ccc(C(=O)O)cc3)cc(C(c3cc(-c4ccc(C(=O)O)cc4)cc(-c4ccc(C(=O)O)cc4)c3)(c3cc(-c4ccc(C(=O)O)cc4)cc(-c4ccc(C(=O)O)cc4)c3)c3cc(-c4ccc(C(=O)O)cc4)cc(-c4ccc(C(=O)O)cc4)c3)c2)cc1,O=C(O)c1ccc(-c2cc(-c3ccc(C(=O)O)cc3)cc(C(c3cc(-c4ccc(C(=O)O)cc4)cc(-c4ccc(C(=O)O)cc4)c3)(c3cc(-c4ccc(C(=O)O)cc4)cc(-c4ccc(C(=O)O)cc4)c3)c3cc(-c4ccc(C(=O)O)cc4)cc(-c4ccc(C(=O)O)cc4)c3)c2)cc1,80,48,2,962,6228,0000,313
TEMPAE_clean,2,2,2,2,0,0,6,6,0,0,10,0,0,0,Zn,1,Cc1cc(C(=O)O)cc(C)c1-c1c(C)cc(C(=O)O)cc1C,Cc1cc(C(=O)O)cc(C)c1-c1c(C)cc(C(=O)O)cc1C,80,48,2,6228,0000,0000,0000
TORPUN_clean,2,2,2,2,2,2,6,6,6,6,10,10,0,9,Tb,1,O=C(O)c1ccc(C(=O)c2cc(C(=O)c3ccc(C(=O)O)cc3)cc(C(=O)c3ccc(C(=O)O)cc3)c2)cc1,O=C(O)c1ccc(C(=O)c2cc(C(=O)c3ccc(C(=O)O)cc3)cc(C(=O)c3ccc(C(=O)O)cc3)c2)cc1,80,48,3,962,6228,702,0000
ZUDQUM_clean,2,2,2,2,0,0,6,6,0,0,5,0,0,0,Mn,1,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,80,48,2,962,6228,0000,0000
AQIXUV_clean,2,2,2,2,0,0,6,6,0,0,8,0,0,0,Ni,2,C(=Cc1ccncc1)c1ccncc1,Cc1c(COc2ccc(C(=O)O)cc2)c(C)c(COc2ccc(C(=O)O)cc2)c(C)c1COc1ccc(C(=O)O)cc1,80,72,2,962,6228,0000,0000
BUSRUE_clean,2,2,2,2,2,0,6,6,6,0,10,10,0,0,Cd,2,O=C(O)c1ccc(-c2ccc(C(=O)O)cc2)cc1,O=c1c2ccc3c(=O)n(-c4ccncc4)c(=O)c4ccc(c(=O)n1-c1ccncc1)c2c34,80,72,2,6228,0000,0000,0000
CUYQIX_clean,2,2,2,2,0,0,6,6,0,0,10,0,0,0,Zn,1,O=C(O)CC(CC(=O)O)C(=O)O,O=C(O)CC(CC(=O)O)C(=O)O,80,72,2,962,0000,0000,0000
GOVWOF_clean,2,2,2,2,0,0,6,6,0,0,5,0,0,0,Mn,1,O=C(O)c1cc(OCc2c(COc3cc(C(=O)O)cc(C(=O)O)c3)c(COc3cc(C(=O)O)cc(C(=O)O)c3)c(COc3cc(C(=O)O)cc(C(=O)O)c3)c(COc3cc(C(=O)O)cc(C(=O)O)c3)c2COc2cc(C(=O)O)cc(C(=O)O)c2)cc(C(=O)O)c1,O=C(O)c1cc(OCc2c(COc3cc(C(=O)O)cc(C(=O)O)c3)c(COc3cc(C(=O)O)cc(C(=O)O)c3)c(COc3cc(C(=O)O)cc(C(=O)O)c3)c(COc3cc(C(=O)O)cc(C(=O)O)c3)c2COc2cc(C(=O)O)cc(C(=O)O)c2)cc(C(=O)O)c1,80,72,2,12051,0000,0000,0000
HAJDII_clean,2,2,2,2,2,2,6,6,6,6,10,10,0,9,Tb,1,O=C(O)c1ccc(Oc2ccc(C(=O)O)cc2)cc1,O=C(O)c1ccc(Oc2ccc(C(=O)O)cc2)cc1,80,72,3,962,6228,0000,0000
HOVQAM_clean,2,2,2,2,0,0,6,6,0,0,7,0,0,0,Co,1,c1cc(-c2ccc(-c3cc[nH]c3)cc2)c[nH]1,c1cc(-c2ccc(-c3cc[nH]c3)cc2)c[nH]1,80,72,2,962,0000,0000,14798
HUCFAO_clean,2,2,2,2,0,0,6,6,0,0,5,0,0,0,Mn,1,O=C(O)CCn1c(=O)n(CCC(=O)O)c(=O)n(CCC(=O)O)c1=O,O=C(O)CCn1c(=O)n(CCC(=O)O)c(=O)n(CCC(=O)O)c1=O,80,72,2,962,31374,887,0000
ILAGUY_charged,2,2,2,2,2,0,6,6,6,0,10,10,0,0,Cd,2,c1cncc(CN2CCN(Cc3cccnc3)CC2)c1,O=C(O)c1ccccc1-c1ccccc1C(=O)O,80,72,2,962,0000,0000,0000
IVARUT_clean,2,2,2,2,2,0,6,6,6,0,10,10,0,0,Cd,2,c1cc(CN2CCN(Cc3ccncc3)CC2)ccn1,O=C(O)CCc1ccc(CCC(=O)O)cc1,80,72,2,962,0000,0000,0000
KEWBUL_clean,2,2,2,2,2,2,6,6,6,6,10,10,0,7,Eu,1,CC1(C)c2cc(C(=O)O)ccc2-c2ccc(C(=O)O)cc21,CC1(C)c2cc(C(=O)O)ccc2-c2ccc(C(=O)O)cc21,80,72,3,962,6228,702,0000
LAWHOJ_clean,2,2,2,2,2,0,6,6,6,0,10,10,0,0,Cd,1,O=C(O)c1ccc(C(=O)O)c2nsnc12,O=C(O)c1ccc(C(=O)O)c2nsnc12,80,72,2,962,6228,702,0000
MOTVOI_clean,2,2,2,2,2,2,6,6,6,6,10,10,0,7,Eu,1,CC1(O)c2cc(C(=O)O)ccc2-c2ccc(C(=O)O)cc21,CC1(O)c2cc(C(=O)O)ccc2-c2ccc(C(=O)O)cc21,80,72,3,962,6228,6342,0000
USORUR_clean,2,2,2,2,0,0,6,6,0,0,10,0,0,0,Zn,1,O=C(O)c1ccc(Oc2cc(Oc3ccc(C(=O)O)cc3)cc(Oc3ccc(C(=O)O)cc3)c2)cc1,O=C(O)c1ccc(Oc2cc(Oc3ccc(C(=O)O)cc3)cc(Oc3ccc(C(=O)O)cc3)c2)cc1,80,72,2,962,0000,0000,0000
VEZWEE_clean,2,2,2,2,0,0,6,6,0,0,5,0,0,0,Mn,2,O=C(O)C1C=CN(CCCCN2C=CC(C(=O)O)C=C2)C=C1,NNN,80,72,2,962,887,0000,0000
VOGPEO_clean,2,2,2,1,0,0,6,6,0,0,10,0,0,0,Cu,1,O=C(O)c1cc(C(=O)O)cc(-c2cc(C(=O)O)cc(-c3cc(C(=O)O)cc(C(=O)O)c3)c2)c1,O=C(O)c1cc(C(=O)O)cc(-c2cc(C(=O)O)cc(-c3cc(C(=O)O)cc(C(=O)O)c3)c2)c1,80,72,2,962,6228,0000,944
ZUDQEW_clean,2,2,2,2,2,0,6,6,6,0,10,10,0,0,Cd,1,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,80,72,2,962,6228,0000,0000
ZUDRAT_clean,2,2,2,2,0,0,6,6,0,0,5,0,0,0,Mn,1,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,80,72,2,962,6228,0000,0000
NAWDUN_clean,2,2,2,1,0,0,6,6,0,0,10,0,0,0,Cu,1,CCC(C)CC1(CC(C)CC)c2cc(-c3cc(C(=O)O)cc(C(=O)O)c3)ccc2-c2ccc(-c3cc(C(=O)O)cc(C(=O)O)c3)cc21,CCC(C)CC1(CC(C)CC)c2cc(-c3cc(C(=O)O)cc(C(=O)O)c3)ccc2-c2ccc(-c3cc(C(=O)O)cc(C(=O)O)c3)cc21,80,96,2,962,6228,702,313
AVAQIX_clean,2,2,2,2,2,0,6,6,6,0,10,10,0,0,Cd,1,O=C(O)c1ccncc1,O=C(O)c1ccncc1,80,504,2,6228,0000,0000,0000
ADASOP_clean,2,2,2,2,0,0,6,6,0,0,10,0,0,0,Zn,1,O=C(O)c1cc(OCc2cc(COc3cc(C(=O)O)cc(C(=O)O)c3)cc(COc3cc(C(=O)O)cc(C(=O)O)c3)c2)cc(C(=O)O)c1,O=C(O)c1cc(OCc2cc(COc3cc(C(=O)O)cc(C(=O)O)c3)cc(COc3cc(C(=O)O)cc(C(=O)O)c3)c2)cc(C(=O)O)c1,85,12,2,6228,13387,0000,0000
ADATIK_clean,2,2,2,1,0,0,6,6,0,0,10,0,0,0,Cu,1,O=C(O)c1cc(NC(=O)c2ccc(-c3nnn[nH]3)cc2)cc(C(=O)O)c1,O=C(O)c1cc(NC(=O)c2ccc(-c3nnn[nH]3)cc2)cc(C(=O)O)c1,85,12,2,6228,0000,0000,0000
RIDCEN_charged,2,2,2,2,2,0,6,6,6,1,10,10,0,0,In,1,O=C(O)c1cc(N=Nc2cc(C(=O)O)cc(C(=O)O)c2)cc(C(=O)O)c1,O=C(O)c1cc(N=Nc2cc(C(=O)O)cc(C(=O)O)c2)cc(C(=O)O)c1,85,12,3,6228,6342,0000,944
RUVKAV_clean,2,2,2,1,0,0,6,6,0,0,10,0,0,0,Cu,1,O=C(O)c1cc(C#CC#Cc2cc(C(=O)O)cc(C(=O)O)c2)cc(C(=O)O)c1,O=C(O)c1cc(C#CC#Cc2cc(C(=O)O)cc(C(=O)O)c2)cc(C(=O)O)c1,85,12,2,962,6228,702,944
WIJXIY_clean,2,2,2,2,0,0,6,6,0,0,10,0,0,0,Zn,1,O=C(O)c1ccc2c(c1)[nH]c1cc(C(=O)O)ccc12,O=C(O)c1ccc2c(c1)[nH]c1cc(C(=O)O)ccc12,85,16,2,12051,0000,0000,0000
EYACOX_clean,2,2,2,2,2,2,6,6,6,6,10,10,0,7,Eu,1,O=C(O)c1cc(C#CC#Cc2cc(C(=O)O)cc(C(=O)O)c2)cc(C(=O)O)c1,O=C(O)c1cc(C#CC#Cc2cc(C(=O)O)cc(C(=O)O)c2)cc(C(=O)O)c1,85,17,3,6228,887,0000,944
AROFAP_clean,2,2,2,2,2,0,6,6,6,0,10,10,0,0,Cd,1,O=C(O)c1ccc(OCC(COc2ccc(C(=O)O)cc2)(COc2ccc(C(=O)O)cc2)COc2ccc(C(=O)O)cc2)cc1,O=C(O)c1ccc(OCC(COc2ccc(C(=O)O)cc2)(COc2ccc(C(=O)O)cc2)COc2ccc(C(=O)O)cc2)cc1,85,24,2,962,6228,0000,0000
DOZKIO_clean,2,2,2,2,2,2,6,6,6,6,10,10,0,7,Eu,1,O=C(O)c1cc(C(=O)O)cc(-c2cc(-c3cc(C(=O)O)cc(C(=O)O)c3)c3ccc4c(-c5cc(C(=O)O)cc(C(=O)O)c5)cc(-c5cc(C(=O)O)cc(C(=O)O)c5)c5ccc2c3c54)c1,O=C(O)c1cc(C(=O)O)cc(-c2cc(-c3cc(C(=O)O)cc(C(=O)O)c3)c3ccc4c(-c5cc(C(=O)O)cc(C(=O)O)c5)cc(-c5cc(C(=O)O)cc(C(=O)O)c5)c5ccc2c3c54)c1,85,24,3,962,6228,0000,944
EXAXAE_clean,2,2,2,1,0,0,6,6,0,0,10,0,0,0,Cu,1,O=C(O)c1cncc(C(=O)O)c1,O=C(O)c1cncc(C(=O)O)c1,85,24,1,6228,0000,0000,944
QIPROY_clean,2,2,2,1,0,0,6,6,0,0,10,0,0,0,Cu,1,c1cncc(OCC(COc2cccnc2)(COc2cccnc2)COc2cccnc2)c1,c1cncc(OCC(COc2cccnc2)(COc2cccnc2)COc2cccnc2)c1,85,24,2,962,0000,0000,971
YUMFUJ_clean,2,2,2,2,2,2,6 ,6,6,6,10,10,1,0,La,1,O=C(O)c1ccc(-c2ccc(-c3cc(C(=O)O)cc(C(=O)O)c3)cc2)cc1,O=C(O)c1ccc(-c2ccc(-c3cc(C(=O)O)cc(C(=O)O)c3)cc2)cc1,85,24,3,962,679,0000,0000
ADARAA_clean,2,2,2,2,0,0,6,6,0,0,7,0,0,0,Co,1,O=C(O)c1cc(C(=O)O)cc(-c2c3ccc(n3)c(-c3ccccc3)c3ccc([nH]3)c(-c3cc(C(=O)O)cc(C(=O)O)c3)c3ccc(n3)c(-c3ccccc3)c3ccc2[nH]3)c1,O=C(O)c1cc(C(=O)O)cc(-c2c3ccc(n3)c(-c3ccccc3)c3ccc([nH]3)c(-c3cc(C(=O)O)cc(C(=O)O)c3)c3ccc(n3)c(-c3ccccc3)c3ccc2[nH]3)c1,85,48,2,962,702,6228,0000
BAZFUF_clean,2,2,2,1,0,0,6,6,0,0,10,0,0,0,Cu,1,O=C(O)c1ccc(-c2cc(-c3ccc(C(=O)O)cc3)cc(-c3ccc(C(=O)O)cc3)c2)cc1,O=C(O)c1ccc(-c2cc(-c3ccc(C(=O)O)cc3)cc(-c3ccc(C(=O)O)cc3)c2)cc1,85,48,2,1049,6228,13387,0000
BAZGAM_clean,2,2,2,1,0,0,6,6,0,0,10,0,0,0,Cu,1,O=C(O)c1ccc(-c2ccc(-c3cc(-c4ccc(-c5ccc(C(=O)O)cc5)cc4)cc(-c4ccc(-c5ccc(C(=O)O)cc5)cc4)c3)cc2)cc1,O=C(O)c1ccc(-c2ccc(-c3cc(-c4ccc(-c5ccc(C(=O)O)cc5)cc4)cc(-c4ccc(-c5ccc(C(=O)O)cc5)cc4)c3)cc2)cc1,85,48,2,1049,6228,13387,0000
BAZGEQ_clean,2,2,2,1,0,0,6,6,0,0,10,0,0,0,Cu,1,O=C(O)c1ccc(-c2ccc(-c3nc(-c4ccc(-c5ccc(C(=O)O)cc5)cc4)nc(-c4ccc(-c5ccc(C(=O)O)cc5)cc4)n3)cc2)cc1,O=C(O)c1ccc(-c2ccc(-c3nc(-c4ccc(-c5ccc(C(=O)O)cc5)cc4)nc(-c4ccc(-c5ccc(C(=O)O)cc5)cc4)n3)cc2)cc1,85,48,2,6228,13387,0000,0000
CEJBEA_clean,2,2,2,2,2,2,6,6,6,6,10,10,0,10,Dy,1,O=C(O)c1cccc(C(=O)O)c1,O=C(O)c1cccc(C(=O)O)c1,85,48,3,962,6228,702,0000
FAGQAI_clean,2,2,2,1,0,0,6,6,0,0,10,0,0,0,Cu,1,O=C(O)c1ccc(C#Cc2cc(C#Cc3ccc(C(=O)O)cc3)cc(C#Cc3ccc(C(=O)O)cc3)c2)cc1,O=C(O)c1ccc(C#Cc2cc(C#Cc3ccc(C(=O)O)cc3)cc(C#Cc3ccc(C(=O)O)cc3)c2)cc1,85,48,2,6228,0000,0000,0000
KUHNEI_clean,2,2,2,2,0,0,6,6,0,0,7,0,0,0,Co,1,O=C(O)c1cc(C(=O)O)c(C(=O)O)cc1C(=O)O,O=C(O)c1cc(C(=O)O)c(C(=O)O)cc1C(=O)O,85,48,2,962,0000,0000,0000
WISVEB_clean,2,2,2,2,2,0,6,6,6,0,10,10,0,0,Cd,1,O=C(O)c1cc(N=Nc2cc(C(=O)O)cc(C(=O)O)c2)cc(C(=O)O)c1,O=C(O)c1cc(N=Nc2cc(C(=O)O)cc(C(=O)O)c2)cc(C(=O)O)c1,85,48,2,962,31374,0000,944
AROFET_clean,2,2,2,2,2,0,6,6,6,0,10,10,0,0,Cd,1,O=C(O)c1ccc(OCC(COc2ccc(C(=O)O)cc2)(COc2ccc(C(=O)O)cc2)COc2ccc(C(=O)O)cc2)cc1,O=C(O)c1ccc(OCC(COc2ccc(C(=O)O)cc2)(COc2ccc(C(=O)O)cc2)COc2ccc(C(=O)O)cc2)cc1,85,72,2,6228,0000,0000,0000
ECOLEP_clean,2,2,2,2,0,0,6,6,0,0,7,0,0,0,Co,1,c1c(-c2nn[nH]n2)cc(-c2nnn[nH]2)cc1-c1nnn[nH]1,c1c(-c2nn[nH]n2)cc(-c2nnn[nH]2)cc1-c1nnn[nH]1,85,72,2,887,31374,0000,0000
FIPKOG01_clean,2,2,2,2,2,0,6,6,6,0,10,10,0,0,Cd,1,O=C(O)c1cc(NC(=O)c2ccc(C(=O)Nc3cc(C(=O)O)cc(C(=O)O)c3)cc2)cc(C(=O)O)c1,O=C(O)c1cc(NC(=O)c2ccc(C(=O)Nc3cc(C(=O)O)cc(C(=O)O)c3)cc2)cc(C(=O)O)c1,85,72,2,962,6228,0000,944
NAJQUN_clean,2,2,2,2,0,0,6,6,0,0,5,0,0,0,Mn,1,O=C(O)c1ccc(-c2cc(C(=O)O)c(C(=O)O)cc2-c2ccc(C(=O)O)cc2)cc1,O=C(O)c1ccc(-c2cc(C(=O)O)c(C(=O)O)cc2-c2ccc(C(=O)O)cc2)cc1,85,72,2,962,6228,0000,0000
NATFAS_clean,2,2,2,2,0,0,6,6,0,0,10,0,0,0,Zn,1,O=C(O)c1cc(C(=O)O)c(C(=O)O)cc1C(=O)O,O=C(O)c1cc(C(=O)O)c(C(=O)O)cc1C(=O)O,85,72,2,962,6228,702,0000
VIXTUT_clean,2,2,2,2,0,0,6,6,0,0,10,0,0,0,Zn,2,c1cc(CCc2ccncc2)ccn1,O=C(O)CCC(=O)O,85,72,2,6228,0000,0000,0000
